Cuanexo,Submodalidad
900095100,Primaria
900095200,Nivel inicial
900095200,Primaria
900095300,Primaria
900095400,Secundaria
900095500,Secundaria
900095501,Secundaria
900095600,Secundaria
900095700,No Universitario
900095800,Nivel inicial
900095800,Primaria
900096100,Nivel inicial
900096100,Primaria
900096200,Nivel inicial
900096200,Primaria
900096300,Nivel inicial
900096300,Primaria
900096500,Nivel inicial
900096500,Primaria
900096600,Nivel inicial
900096600,Primaria
900096600,Secundaria
900096700,Nivel inicial
900096700,Primaria
900096700,Secundaria
900096800,Nivel inicial
900096800,Primaria
900096900,Nivel inicial
900096900,Primaria
900097000,No Universitario
900097100,Nivel inicial
900097100,Primaria
900097200,Nivel inicial
900097200,Primaria
900097300,Nivel inicial
900097300,Primaria
900097600,Primaria
900097700,Nivel inicial
900097700,Primaria
900097700,Secundaria
900097800,Primaria
900097900,No Universitario
900098100,Primaria
900098200,Nivel inicial
900098200,Primaria
900098300,Nivel inicial
900098300,Primaria
900098300,Secundaria
900098400,Nivel inicial
900098400,Primaria
900098500,Secundaria
900098600,Nivel inicial
900098600,Primaria
900098700,Nivel inicial
900098700,Primaria
900098700,Secundaria
900098800,Nivel inicial
900098800,Primaria
900098900,Nivel inicial
900098900,Primaria
900098900,Secundaria
900099000,Nivel inicial
900099000,Primaria
900099100,Nivel inicial
900099100,Primaria
900099200,Secundaria
900099300,Nivel inicial
900099300,Primaria
900099300,Secundaria
900099400,Nivel inicial
900099400,Primaria
900099500,Nivel inicial
900099500,Primaria
900099500,Secundaria
900099600,Nivel inicial
900099600,Primaria
900099700,Secundaria
900099800,Nivel inicial
900099800,Primaria
900099800,Secundaria
900099800,No Universitario
900099900,Secundaria
900100000,Nivel inicial
900100000,Primaria
900100100,Nivel inicial
900100100,Primaria
900100200,Secundaria
900100300,Primaria
900100400,Primaria
900100500,Nivel inicial
900100500,Primaria
900100600,Secundaria
900100700,Primaria
900100800,Nivel inicial
900100800,Primaria
900100900,Nivel inicial
900100900,Primaria
900100900,Secundaria
900101000,Nivel inicial
900101000,Primaria
900101700,Secundaria
900101900,Secundaria
900102000,No Universitario
900102100,Nivel inicial
900102100,Primaria
900102300,Primaria
900102400,Primaria
900102700,Nivel inicial
900102700,Primaria
900102900,Nivel inicial
900102900,Primaria
900103000,Nivel inicial
900103000,Primaria
900103000,Secundaria
900103100,Primaria
900103200,Nivel inicial
900103200,Primaria
900103300,Nivel inicial
900103300,Primaria
900103400,Nivel inicial
900103400,Primaria
900103500,Nivel inicial
900103500,Primaria
900103600,Nivel inicial
900103600,Primaria
900103600,Secundaria
900103700,No Universitario
900104000,No Universitario
900104001,No Universitario
900104002,No Universitario
900104003,No Universitario
900104004,No Universitario
900104005,No Universitario
900104006,No Universitario
900104007,No Universitario
900104008,No Universitario
900104009,No Universitario
900104010,No Universitario
900104011,No Universitario
900104012,No Universitario
900104013,No Universitario
900104014,No Universitario
900104015,No Universitario
900123500,Nivel inicial
900123600,Nivel inicial
900129800,No Universitario
900134000,No Universitario
900134100,No Universitario
900135100,Nivel inicial
900135100,Primaria
900137200,Secundaria
900139500,Secundaria
900156900,Nivel inicial
900156900,Secundaria
900161200,No Universitario
900162800,No Universitario
900163000,Nivel inicial
900163000,Primaria
900163100,Nivel inicial
900163100,Primaria
900163200,Nivel inicial
900163200,Primaria
900164200,Nivel inicial
900164200,Primaria
900165700,Secundaria
900166100,No Universitario
900167000,Nivel inicial
900167300,No Universitario
900168600,No Universitario
900168700,Nivel inicial
900168700,Primaria
900168900,Primaria
900169000,Nivel inicial
900169000,Primaria
900169200,Primaria
900169400,Nivel inicial
900169400,Primaria
900170800,No Universitario
900170900,Secundaria
900171000,Primaria
900171100,Nivel inicial
900171100,Primaria
900171700,Secundaria
900172400,Primaria
900172500,Nivel inicial
900172500,Primaria
900172600,Nivel inicial
900172600,Primaria
900172700,Nivel inicial
900172800,Nivel inicial
900172800,Primaria
900172900,Secundaria
900173000,Secundaria
900173400,Nivel inicial
900173400,Primaria
900173600,No Universitario
900173800,Nivel inicial
900174000,Secundaria
900174100,Secundaria
900174300,Secundaria
900174500,Secundaria
900174501,Secundaria
900174700,Secundaria
900174701,Secundaria
900174800,Primaria
900174800,Secundaria
900175200,Secundaria
900175201,Secundaria
900175500,Secundaria
900175600,Secundaria
900175700,Secundaria
900175800,Secundaria
900175900,Secundaria
900176000,Secundaria
900176100,Secundaria
900176200,Secundaria
900176300,Secundaria
900176400,Secundaria
900176500,Secundaria
900176501,Secundaria
900176600,Secundaria
900176601,Secundaria
900176700,Secundaria
900176800,Secundaria
900176900,Secundaria
900177000,Secundaria
900177100,Secundaria
900177200,Nivel inicial
900177300,Secundaria
900177400,Secundaria
900178000,Nivel inicial
900178000,Primaria
900178100,Secundaria
900178101,Secundaria
900178200,Secundaria
900178300,Secundaria
900178400,Secundaria
900178500,Secundaria
900178600,Secundaria
900178700,Secundaria
900178800,Secundaria
900178900,Primaria
900179000,Secundaria
900179100,Secundaria
900179200,Secundaria
900179300,Secundaria
900179400,Secundaria
900179500,Secundaria
900179600,Secundaria
900179700,Secundaria
900179800,Secundaria
900179900,Secundaria
900180000,Secundaria
900180100,Secundaria
900180200,Secundaria
900180300,Secundaria
900180400,Secundaria
900180500,Secundaria
900180600,Secundaria
900180700,Secundaria
900180800,Secundaria
900181000,No Universitario
900181100,Secundaria
900181100,No Universitario
900181200,Secundaria
900181300,No Universitario
900181400,Secundaria
900181500,Secundaria
900181600,Secundaria
900181700,Secundaria
900181800,Secundaria
900181900,Secundaria
900182000,Secundaria
900182100,Secundaria
900182200,Secundaria
900182300,Secundaria
900182301,Secundaria
900182400,Secundaria
900182500,Secundaria
900182600,Secundaria
900182700,Secundaria
900182700,No Universitario
900182800,No Universitario
900182900,Secundaria
900183000,Secundaria
900183300,Secundaria
900183400,Secundaria
900183500,Secundaria
900183600,Nivel inicial
900183600,Primaria
900183700,Secundaria
900183800,Secundaria
900183800,No Universitario
900183900,Secundaria
900184000,Secundaria
900184100,Secundaria
900184300,Secundaria
900184400,Secundaria
900184400,No Universitario
900184500,Secundaria
900184600,Secundaria
900184700,Secundaria
900184900,Secundaria
900185100,Secundaria
900185100,No Universitario
900185200,Secundaria
900185300,No Universitario
900185400,No Universitario
900185500,Secundaria
900185600,No Universitario
900185700,No Universitario
900185800,No Universitario
900185900,Secundaria
900186000,Secundaria
900186100,Secundaria
900186200,Secundaria
900186400,Nivel inicial
900186400,Primaria
900186500,No Universitario
900186600,Secundaria
900186700,Secundaria
900186800,Secundaria
900186900,Primaria
900187000,Secundaria
900187100,Nivel inicial
900187100,Primaria
900187200,Secundaria
900187300,Primaria
900187400,Secundaria
900187500,Secundaria
900187700,Secundaria
900187900,Secundaria
900188000,Secundaria
900188100,Secundaria
900188200,Secundaria
900188201,Secundaria
900188400,Secundaria
900188500,Secundaria
900188800,Secundaria
900188900,Secundaria
900188901,Secundaria
900189000,Secundaria
900189100,Secundaria
900189200,Secundaria
900189300,Secundaria
900189400,Secundaria
900189500,Secundaria
900189501,Secundaria
900189700,Secundaria
900190000,No Universitario
900190100,Secundaria
900190200,Nivel inicial
900190300,Secundaria
900190400,No Universitario
900190600,No Universitario
900190700,No Universitario
900190800,Secundaria
900191000,Secundaria
900191100,Secundaria
900191300,Secundaria
900191400,Secundaria
900191500,Nivel inicial
900191500,Primaria
900191600,Primaria
900191700,Secundaria
900191800,Secundaria
900191900,Secundaria
900192000,Secundaria
900192400,Secundaria
900192500,Secundaria
900192600,Secundaria
900192700,Secundaria
900192800,Secundaria
900192900,Secundaria
900193000,Secundaria
900193100,Secundaria
900193300,Primaria
900193400,Secundaria
900193900,Nivel inicial
900193900,Primaria
900194001,Nivel inicial
900194002,Nivel inicial
900194003,Nivel inicial
900194005,Nivel inicial
900194006,Nivel inicial
900194007,Nivel inicial
900194008,Nivel inicial
900194009,Nivel inicial
900194100,Nivel inicial
900194100,Primaria
900194200,Primaria
900194300,Nivel inicial
900194300,Primaria
900194400,Nivel inicial
900194400,Primaria
900194500,Secundaria
900194600,Secundaria
900194700,Secundaria
900194800,Secundaria
900194900,Secundaria
900195000,Secundaria
900195100,Secundaria
900195200,Secundaria
900195300,Secundaria
900195400,Secundaria
900195500,Secundaria
900195600,Secundaria
900195700,Secundaria
900195800,Secundaria
900195900,Secundaria
900196000,Secundaria
900196100,Secundaria
900196200,Primaria
900196300,Nivel inicial
900196300,Primaria
900196400,Nivel inicial
900196400,Primaria
900196500,Secundaria
900196600,Secundaria
900196700,Secundaria
900196800,Secundaria
900196900,Secundaria
900197000,Secundaria
900197100,Secundaria
900197200,Secundaria
900197300,Nivel inicial
900197300,Primaria
900197400,Nivel inicial
900197400,Primaria
900197500,Secundaria
900197800,Nivel inicial
900197800,Primaria
900197900,Secundaria
900198100,No Universitario
900198200,Nivel inicial
900198300,Secundaria
900198401,No Universitario
900198500,Secundaria
900198700,Secundaria
900198800,Secundaria
900198900,Secundaria
900199000,Secundaria
900199100,Secundaria
900199200,Secundaria
900199300,Secundaria
900199400,Secundaria
900199500,Secundaria
900199600,Secundaria
900199700,Secundaria
900199800,Secundaria
900199900,Secundaria
900200000,Secundaria
900200100,Secundaria
900200200,Secundaria
900200300,Secundaria
900200400,Nivel inicial
900200400,Primaria
900200500,Secundaria
900200700,Nivel inicial
900200700,Primaria
900200800,Secundaria
900201000,Secundaria
900201100,Secundaria
900201200,Secundaria
900201300,Secundaria
900201400,Secundaria
900201500,Secundaria
900201600,Nivel inicial
900201600,Primaria
900201700,Nivel inicial
900201700,Primaria
900201800,Nivel inicial
900201800,Primaria
900201900,Secundaria
900202000,Secundaria
900202100,Secundaria
900202200,Secundaria
900202300,Secundaria
900202400,Secundaria
900202500,Secundaria
900202600,Nivel inicial
900202600,Primaria
900202700,Nivel inicial
900202800,No Universitario
900202900,Nivel inicial
900202900,Primaria
900203100,Secundaria
900203200,Secundaria
900203300,Secundaria
900203400,Secundaria
900203500,Secundaria
900203600,Secundaria
900203700,Secundaria
900203800,Secundaria
900203900,Secundaria
900204000,Secundaria
900204100,Secundaria
900204200,Secundaria
900204300,Primaria
900204400,Primaria
900204500,Primaria
900204600,Secundaria
900204700,Secundaria
900204800,Nivel inicial
900204802,Nivel inicial
900204900,Nivel inicial
900205000,Nivel inicial
900205100,Nivel inicial
900205200,Nivel inicial
900205300,Nivel inicial
900205400,Nivel inicial
900205500,Nivel inicial
900205600,Nivel inicial
900205700,Nivel inicial
900205702,Nivel inicial
900205800,Nivel inicial
900205900,Nivel inicial
900206000,Nivel inicial
900206100,Nivel inicial
900206200,Nivel inicial
900206600,Nivel inicial
900206700,Nivel inicial
900206900,Nivel inicial
900207000,Nivel inicial
900207100,Nivel inicial
900207200,Nivel inicial
900207300,Nivel inicial
900207400,Nivel inicial
900207500,Nivel inicial
900207600,Nivel inicial
900207700,Nivel inicial
900207800,Nivel inicial
900207900,Nivel inicial
900208000,Nivel inicial
900208100,Nivel inicial
900208200,Nivel inicial
900208300,Secundaria
900208400,Secundaria
900208600,Secundaria
900208700,Secundaria
900208800,Secundaria
900208900,Secundaria
900209000,Secundaria
900209100,Secundaria
900209200,Secundaria
900209300,Secundaria
900209400,Secundaria
900209500,Secundaria
900209600,Secundaria
900209700,Secundaria
900209800,Secundaria
900210200,Secundaria
900210300,No Universitario
900210500,Nivel inicial
900210600,Nivel inicial
900210600,Primaria
900210800,Secundaria
900210900,Secundaria
900211000,Secundaria
900211100,Secundaria
900211200,Secundaria
900211300,Secundaria
900211400,Secundaria
900211500,Secundaria
900211600,Secundaria
900211700,Secundaria
900211800,Secundaria
900211900,Nivel inicial
900212000,Nivel inicial
900212100,Nivel inicial
900212200,Nivel inicial
900212300,Nivel inicial
900212400,Nivel inicial
900212500,Nivel inicial
900212600,Nivel inicial
900212700,Nivel inicial
900212800,Nivel inicial
900213000,Secundaria
900213100,Primaria
900213300,Secundaria
900213400,Secundaria
900213500,Secundaria
900213600,Secundaria
900213800,Secundaria
900214000,Secundaria
900214200,Secundaria
900214400,Nivel inicial
900214500,Nivel inicial
900214500,Primaria
900214700,Secundaria
900214800,Nivel inicial
900215500,Nivel inicial
900215600,Nivel inicial
900215800,Nivel inicial
900215900,Nivel inicial
900216000,Secundaria
900216100,Secundaria
900216200,Nivel inicial
900216300,Nivel inicial
900216400,Nivel inicial
900216500,Nivel inicial
900216600,Nivel inicial
900216800,Nivel inicial
900216900,Secundaria
900217000,Nivel inicial
900217100,Nivel inicial
900217200,Nivel inicial
900217300,Nivel inicial
900217400,Nivel inicial
900217500,Nivel inicial
900217600,Nivel inicial
900217601,Nivel inicial
900217700,Nivel inicial
900217900,Secundaria
900217901,Secundaria
900217902,Secundaria
900218000,Secundaria
900218200,Secundaria
900218300,Nivel inicial
900218400,Nivel inicial
900218500,Nivel inicial
900218600,Nivel inicial
900218601,Nivel inicial
900218700,Secundaria
900218800,Secundaria
900218900,Secundaria
900219000,Nivel inicial
900219100,Nivel inicial
900219200,Nivel inicial
900219300,Nivel inicial
900219400,Nivel inicial
900219500,Nivel inicial
900219600,Nivel inicial
900219700,Nivel inicial
900219800,Nivel inicial
900219900,Secundaria
900220000,Nivel inicial
900220001,Nivel inicial
